index,ph,soil_type,previous_crop,area_ha,weather,month,district
1438,7.1,sandy,Beetroot,1.78,699mm/16.4C,Aug,Chandrapur
1439,5.75,sandy,Cauliflower,2.31,1174mm/24.5C,Jan,Solapur
1440,7.02,alluvial,Cucumber,4.31,416mm/16.5C,May,Parbhani
1441,7.82,black,Brinjal,3.48,989mm/31.4C,Jun,Wardha
1442,5.45,black,Cucumber,4.44,92mm/34.2C,Feb,Buldhana
1443,7.02,black,Cucumber,1.18,1057mm/23.3C,Jul,Jalgaon
1444,6.4,loam,Bottle Gourd,4.39,254mm/22.7C,Jul,Akola
1445,7.54,red,Brinjal,0.49,320mm/17.2C,Jan,Jalgaon
1446,5.68,black,Ridge Gourd,4.47,804mm/19.1C,Apr,Nashik
1447,7.07,black,Spinach,1.78,770mm/19.6C,Dec,Yavatmal
1448,7.46,clay,Beans,1.71,826mm/23.0C,Apr,Gadchiroli
1449,7.75,loam,Coriander,2.66,574mm/30.6C,May,Ahmednagar
1450,7.04,alluvial,Coriander,4.72,707mm/29.3C,Jan,Amravati
1451,6.54,black,Tomato,0.43,1100mm/25.0C,Jan,Nanded
1452,6.87,clay,Carrot,1.89,125mm/33.8C,Jul,Jalgaon
1453,7.55,sandy,Beetroot,4.31,89mm/25.0C,Sep,Jalgaon
1454,6.74,alluvial,Radish,2.1,728mm/28.0C,Jan,Chandrapur
1455,5.28,black,Spring Onion,1.16,719mm/19.5C,Feb,Hingoli
1456,7.71,black,Bottle Gourd,2.24,988mm/24.6C,Jun,Nashik
1457,7.06,clay,Coriander,2.05,1109mm/19.3C,Jun,Hingoli
1458,7.03,loam,Tomato,4.59,627mm/16.5C,Feb,Osmana bad
1459,5.78,black,Fenugreek Leaves,3.86,474mm/30.9C,Sep,Nagpur
1460,6.98,sandy,Bottle Gourd,2.62,828mm/24.2C,Apr,Sangli
1461,6.26,black,Radish,4.94,129mm/30.6C,Jul,Hingoli
1462,6.96,sandy,Brinjal,2.43,457mm/21.7C,Jun,Satara
1463,5.49,alluvial,Spinach,0.48,1079mm/19.1C,Nov,Akola
1464,6.98,alluvial,Pumpkin,1.46,853mm/17.6C,Nov,Osmana bad
1465,7.9,red,Spinach,2.29,947mm/17.8C,Mar,Nashik
1466,5.33,red,Carrot,0.95,82mm/31.8C,Aug,Hingoli
1467,7.84,sandy,Carrot,4.75,354mm/27.1C,Jul,Aurangabad
1468,6.3,loam,Pumpkin,3.88,294mm/25.2C,Sep,Yavatmal
1469,7.55,black,Carrot,1.49,408mm/21.2C,Mar,Nagpur
1470,7.31,black,Cauliflower,3.04,205mm/30.4C,Jan,Chandrapur
1471,6.73,red,Tomato,3.66,296mm/31.6C,Feb,Gadchiroli
1472,7.19,sandy,Cabbage,4.72,911mm/30.8C,Dec,Gondia
1473,7.57,black,Carrot,4.43,590mm/27.8C,Nov,Buldhana
1474,6.29,black,Tomato,2.67,411mm/21.9C,Dec,Amravati
1475,6.08,loam,Spinach,3.92,979mm/21.8C,Jan,Latur
1476,7.0,clay,Pumpkin,2.9,713mm/30.4C,Nov,Pune
1477,7.38,red,Ladyfinger,2.85,275mm/34.7C,May,Ahmednagar
1478,7.26,red,Beans,0.75,537mm/16.6C,Oct,Nashik
1479,7.35,clay,Beetroot,0.81,88mm/26.5C,Feb,Wardha
1480,6.38,black,Spinach,2.74,1162mm/17.9C,Mar,Solapur
1481,7.41,loam,Bottle Gourd,1.49,478mm/32.7C,Aug,Hingoli
1482,5.52,loam,Cucumber,0.3,559mm/30.2C,Oct,Hingoli
1483,6.67,red,Cucumber,3.67,995mm/20.3C,May,Amravati
1484,5.22,loam,Cauliflower,0.36,663mm/30.3C,Apr,Pune
1485,6.08,alluvial,Pumpkin,3.06,369mm/18.5C,May,Jalgaon
1486,6.19,clay,Brinjal,2.79,1098mm/28.6C,Oct,Nashik
1487,6.27,black,Green Peas,4.85,406mm/24.3C,Jun,Jalgaon
1488,7.08,alluvial,Cabbage,2.52,715mm/23.0C,Dec,Osmana bad
1489,6.25,clay,Cabbage,0.51,947mm/22.3C,Jul,Pune
1490,6.41,sandy,Spring Onion,2.85,507mm/15.8C,Sep,Akola
1491,5.84,red,Beetroot,4.24,995mm/33.8C,Jan,Latur
1492,6.21,loam,Spring Onion,4.98,427mm/16.9C,Apr,Hingoli
1493,5.81,sandy,Cauliflower,2.27,1130mm/15.7C,Dec,Aurangabad
1494,5.4,loam,Bitter Gourd,1.74,1096mm/20.1C,Dec,Sangli
1495,6.83,alluvial,Fenugreek Leaves,4.55,380mm/26.7C,Sep,Jalgaon
1496,7.0,black,Beans,1.12,245mm/32.4C,May,Aurangabad
1497,6.87,black,Cauliflower,3.15,1099mm/27.9C,Aug,Latur
1498,6.45,black,Bottle Gourd,2.15,142mm/17.7C,Dec,Satara
1499,6.23,loam,Cauliflower,0.4,301mm/34.4C,Jan,Nanded
1500,7.53,sandy,Fenugreek Leaves,1.87,705mm/28.5C,Apr,Nashik
1501,6.6,black,Radish,1.47,275mm/23.6C,Dec,Nanded
1502,6.49,sandy,Pumpkin,3.49,1074mm/29.8C,Dec,Solapur
1503,5.27,loam,Bitter Gourd,4.75,787mm/15.3C,Sep,Latur
1504,6.12,alluvial,Coriander,1.49,1160mm/17.3C,Jan,Nashik
1505,6.23,sandy,Spring Onion,4.1,801mm/20.0C,Jan,Nagpur
1506,6.28,alluvial,Green Chilies,0.47,719mm/34.1C,Apr,Buldhana
1507,6.77,loam,Green Chilies,2.78,294mm/30.3C,Mar,Sangli
1508,6.64,loam,Spring Onion,0.54,169mm/22.3C,Jul,Buldhana
1509,6.84,red,Bitter Gourd,4.68,1182mm/27.7C,Nov,Amravati
1510,7.27,loam,Beetroot,3.88,973mm/24.5C,Mar,Solapur
1511,7.4,loam,Bitter Gourd,3.36,482mm/34.6C,Jan,Chandrapur
1512,7.14,clay,Spinach,4.15,1119mm/22.3C,Dec,Yavatmal
1513,7.78,black,Bottle Gourd,3.31,977mm/23.2C,Nov,Buldhana
1514,5.25,red,Fenugreek Leaves,4.85,363mm/18.3C,Oct,Yavatmal
1515,5.73,red,Cabbage,3.63,697mm/33.3C,Feb,Osmana bad
1516,5.22,red,Bottle Gourd,4.64,691mm/15.3C,Oct,Nanded
1517,6.95,clay,Cabbage,2.68,479mm/19.9C,Apr,Parbhani
1518,7.62,alluvial,Cauliflower,0.76,165mm/17.4C,Jan,Nanded
1519,5.86,loam,Beans,2.74,415mm/32.2C,Jan,Gondia
1520,7.7,black,Coriander,0.81,253mm/20.9C,Dec,Satara
1521,5.36,sandy,Pumpkin,3.04,580mm/28.6C,Aug,Nagpur
1522,7.72,alluvial,Ridge Gourd,2.52,395mm/23.1C,Jul,Nagpur
1523,6.15,loam,Cauliflower,3.19,1184mm/16.7C,Aug,Kolhapur
1524,5.47,clay,Brinjal,0.25,776mm/25.1C,Apr,Pune
1525,6.51,loam,Coriander,1.14,1174mm/33.1C,Jun,Gadchiroli
1526,5.89,loam,Green Chilies,2.56,745mm/16.1C,Mar,Aurangabad
1527,5.97,clay,Cabbage,4.76,1174mm/31.8C,Nov,Ahmednagar
1528,6.03,red,Bottle Gourd,2.04,228mm/16.6C,Aug,Nanded
1529,7.37,red,Fenugreek Leaves,2.24,535mm/21.7C,Apr,Hingoli
1530,6.66,black,Bottle Gourd,3.63,1045mm/23.0C,Mar,Wardha
1531,6.04,black,Ladyfinger,3.1,1008mm/26.2C,Apr,Beed
1532,6.85,red,Green Chilies,1.63,853mm/31.1C,Jun,Hingoli
1533,7.13,alluvial,Cabbage,2.17,461mm/29.6C,Nov,Satara
1534,5.94,sandy,Cauliflower,1.24,1140mm/23.6C,Jul,Solapur
1535,6.32,loam,Spring Onion,4.84,476mm/18.5C,Jul,Hingoli
1536,5.53,sandy,Green Peas,0.83,939mm/19.1C,Dec,Pune
1537,5.69,loam,Spinach,1.98,1186mm/26.6C,Apr,Ahmednagar
1538,7.04,red,Green Peas,0.32,785mm/20.2C,Aug,Solapur
1539,5.69,black,Beans,1.26,294mm/16.2C,Jul,Akola
1540,6.62,alluvial,Green Peas,3.95,423mm/26.1C,Feb,Buldhana
1541,7.11,black,Ridge Gourd,1.17,544mm/31.4C,Aug,Chandrapur
1542,5.49,sandy,Carrot,0.58,718mm/34.3C,Sep,Nagpur
1543,6.73,black,Green Chilies,2.48,770mm/28.5C,May,Nanded
1544,5.89,red,Beetroot,0.25,553mm/20.6C,Apr,Akola
1545,7.8,alluvial,Spring Onion,0.61,142mm/26.1C,Apr,Amravati
1546,6.51,sandy,Ladyfinger,4.08,383mm/29.3C,Apr,Osmana bad
1547,7.38,alluvial,Radish,3.9,413mm/34.8C,Jun,Buldhana
1548,6.69,loam,Bottle Gourd,4.59,490mm/29.4C,Nov,Nashik
1549,5.32,black,Spinach,4.3,159mm/30.9C,Apr,Aurangabad
1550,6.91,alluvial,Bottle Gourd,3.48,1180mm/29.4C,Jul,Parbhani
1551,7.77,clay,Green Peas,0.45,156mm/29.9C,Jul,Kolhapur
1552,6.82,black,Cabbage,3.96,1112mm/22.5C,May,Amravati
1553,7.41,loam,Cucumber,4.26,324mm/33.6C,May,Ahmednagar
1554,7.59,alluvial,Coriander,4.04,111mm/22.8C,Oct,Latur
1555,5.82,sandy,Coriander,2.64,841mm/33.2C,Aug,Gadchiroli
1556,5.77,loam,Beetroot,1.32,909mm/15.6C,Jul,Yavatmal
1557,6.85,clay,Brinjal,4.26,1159mm/15.4C,Jul,Latur
1558,6.31,alluvial,Spring Onion,3.69,543mm/16.9C,Jun,Ahmednagar
1559,7.47,red,Green Chilies,4.91,1058mm/24.4C,Jul,Osmana bad
1560,7.63,black,Carrot,0.95,777mm/33.8C,Jul,Ahmednagar
1561,6.15,sandy,Carrot,1.28,613mm/34.0C,Oct,Chandrapur
1562,5.84,red,Bitter Gourd,1.22,843mm/15.6C,Feb,Buldhana
1563,7.31,alluvial,Pumpkin,4.0,449mm/21.1C,Oct,Aurangabad
1564,5.94,alluvial,Cauliflower,1.1,284mm/32.4C,Feb,Akola
1565,7.42,loam,Fenugreek Leaves,0.52,944mm/27.3C,Oct,Gadchiroli
1566,6.34,alluvial,Bitter Gourd,4.99,938mm/16.8C,Jul,Osmana bad
1567,7.0,sandy,Ladyfinger,0.32,433mm/35.0C,Oct,Satara
1568,5.46,red,Coriander,4.21,1006mm/21.2C,Jul,Solapur
1569,6.88,sandy,Ridge Gourd,1.95,240mm/34.6C,Jul,Wardha
1570,6.42,clay,Radish,4.24,523mm/21.1C,May,Amravati
1571,6.78,clay,Carrot,2.86,542mm/30.7C,Jan,Gondia
1572,5.65,black,Cucumber,4.53,552mm/28.5C,Feb,Hingoli
1573,7.19,black,Fenugreek Leaves,4.65,1142mm/31.5C,Sep,Buldhana
1574,7.53,clay,Green Peas,0.24,669mm/33.8C,Aug,Nagpur
1575,5.79,alluvial,Carrot,0.56,348mm/20.8C,Aug,Latur
1576,5.46,sandy,Radish,1.4,414mm/23.5C,Oct,Hingoli
1577,5.26,clay,Pumpkin,3.41,1171mm/20.4C,Jan,Yavatmal
1578,6.93,black,Bitter Gourd,4.46,465mm/26.4C,Jun,Nanded
1579,6.84,clay,Beans,2.41,1197mm/28.5C,Sep,Beed
1580,6.68,alluvial,Carrot,3.11,1150mm/22.1C,Aug,Hingoli
1581,5.83,clay,Beans,1.1,953mm/18.3C,Mar,Wardha
1582,6.26,sandy,Beetroot,4.06,803mm/21.4C,Apr,Osmana bad
1583,6.81,red,Pumpkin,4.84,281mm/30.1C,Mar,Osmana bad
1584,6.54,alluvial,Spring Onion,1.49,376mm/19.7C,Jun,Gadchiroli
1585,7.87,black,Carrot,2.58,572mm/30.7C,Sep,Kolhapur
1586,5.57,sandy,Cabbage,0.61,1002mm/24.7C,Aug,Nashik
1587,7.08,clay,Radish,2.88,1169mm/15.0C,Oct,Wardha
1588,6.29,clay,Bottle Gourd,2.61,1041mm/30.0C,Apr,Nanded
1589,6.36,red,Bottle Gourd,0.89,705mm/16.3C,Feb,Hingoli
1590,7.14,black,Green Peas,2.32,1018mm/31.6C,Aug,Kolhapur
1591,7.07,black,Cabbage,1.8,94mm/16.2C,Aug,Parbhani
1592,7.88,loam,Spinach,2.7,278mm/18.7C,Dec,Jalgaon
1593,5.55,black,Fenugreek Leaves,3.01,114mm/22.8C,Nov,Ahmednagar
1594,5.48,red,Cucumber,0.24,1061mm/34.0C,Jun,Gadchiroli
1595,7.16,loam,Beetroot,3.85,550mm/17.5C,Aug,Sangli
1596,6.76,loam,Cucumber,3.62,871mm/27.1C,Sep,Amravati
1597,5.94,clay,Radish,1.96,427mm/23.8C,Jan,Satara
1598,5.41,clay,Ridge Gourd,0.45,992mm/32.4C,Sep,Hingoli
1599,5.43,black,Brinjal,3.82,754mm/21.5C,Feb,Kolhapur
1600,7.61,loam,Carrot,4.78,1039mm/31.3C,Jan,Gadchiroli
1601,5.72,clay,Spinach,1.35,200mm/26.7C,Aug,Gadchiroli
1602,6.07,red,Coriander,1.75,121mm/24.7C,Aug,Amravati
1603,5.81,clay,Brinjal,1.08,1045mm/17.5C,Nov,Nashik
1604,6.16,alluvial,Cucumber,2.97,93mm/33.0C,Apr,Ahmednagar
1605,5.39,alluvial,Ridge Gourd,0.94,897mm/23.7C,Aug,Jalgaon
1606,6.6,clay,Carrot,1.91,951mm/28.7C,Jul,Buldhana
1607,5.38,loam,Pumpkin,3.55,943mm/21.7C,Feb,Jalgaon
1608,7.36,loam,Green Peas,2.89,1140mm/33.3C,May,Beed
1609,5.83,sandy,Beans,2.06,714mm/33.7C,Oct,Beed
1610,6.66,alluvial,Carrot,2.22,693mm/27.9C,Apr,Sangli
1611,7.58,red,Spring Onion,2.9,1125mm/29.6C,Mar,Ahmednagar
1612,6.96,loam,Pumpkin,0.23,1034mm/15.6C,Jan,Buldhana
1613,6.64,black,Green Peas,0.58,878mm/15.3C,May,Parbhani
1614,6.08,alluvial,Cauliflower,4.43,325mm/26.2C,Oct,Ahmednagar
1615,6.1,red,Bottle Gourd,0.57,324mm/17.0C,Aug,Pune
1616,7.01,red,Tomato,3.59,473mm/18.5C,Dec,Akola
1617,7.88,loam,Beans,4.62,87mm/26.8C,Sep,Chandrapur
1618,6.99,red,Fenugreek Leaves,1.5,369mm/15.7C,Jul,Buldhana
1619,6.71,loam,Coriander,1.98,991mm/33.2C,Dec,Nagpur
1620,7.17,clay,Coriander,2.93,795mm/28.1C,Nov,Amravati
1621,6.46,alluvial,Bottle Gourd,4.43,485mm/20.4C,Jan,Nashik
1622,5.36,sandy,Beans,4.72,832mm/34.5C,Jan,Nashik
1623,6.72,clay,Green Peas,3.75,873mm/21.9C,Jan,Kolhapur
1624,7.79,alluvial,Tomato,0.62,186mm/21.2C,Feb,Amravati
1625,5.67,loam,Pumpkin,3.41,87mm/25.4C,Jan,Nanded
1626,7.06,alluvial,Cucumber,2.17,160mm/17.8C,Apr,Amravati
1627,5.74,loam,Green Peas,2.46,765mm/26.2C,Oct,Chandrapur
1628,6.65,clay,Ladyfinger,0.44,407mm/24.4C,Sep,Ahmednagar
1629,5.46,black,Cauliflower,1.12,381mm/19.6C,Dec,Pune
1630,6.42,black,Brinjal,3.99,1142mm/30.1C,Apr,Solapur
1631,7.24,alluvial,Cabbage,2.38,1107mm/32.9C,Apr,Buldhana
1632,6.14,black,Tomato,1.65,1180mm/24.2C,Jul,Solapur
1633,7.0,loam,Beetroot,2.04,724mm/24.3C,Nov,Wardha
1634,7.35,red,Fenugreek Leaves,4.3,355mm/25.5C,Sep,Chandrapur
1635,7.7,loam,Green Chilies,3.8,700mm/18.8C,Jul,Gadchiroli
1636,5.83,red,Cauliflower,1.51,1009mm/33.3C,Jan,Beed
1637,6.28,clay,Radish,0.76,262mm/26.7C,Jan,Nanded
1638,5.61,sandy,Coriander,1.41,151mm/29.1C,Apr,Jalgaon
1639,7.88,red,Pumpkin,4.62,805mm/32.5C,Apr,Hingoli
1640,7.7,black,Green Chilies,2.99,1123mm/25.1C,Jan,Chandrapur
1641,6.66,loam,Pumpkin,2.76,894mm/31.4C,Jun,Sangli
1642,7.47,clay,Coriander,3.06,969mm/27.7C,Oct,Sangli
1643,6.61,black,Spring Onion,1.96,93mm/21.7C,Feb,Akola
1644,6.88,clay,Bitter Gourd,4.07,834mm/20.5C,Nov,Parbhani
1645,5.44,sandy,Coriander,2.71,819mm/27.7C,May,Latur
1646,7.24,loam,Spring Onion,0.76,342mm/16.1C,Aug,Ahmednagar
1647,5.54,alluvial,Ridge Gourd,0.82,337mm/26.8C,Mar,Yavatmal
1648,7.43,loam,Pumpkin,2.78,488mm/22.0C,Sep,Nagpur
1649,7.31,sandy,Radish,4.7,1127mm/24.9C,Jul,Chandrapur
1650,7.11,loam,Spring Onion,1.68,221mm/23.3C,Sep,Sangli
1651,5.3,alluvial,Beetroot,4.37,981mm/29.3C,Jan,Wardha
1652,6.02,red,Beetroot,3.87,353mm/16.3C,May,Ahmednagar
1653,5.91,clay,Ridge Gourd,1.39,544mm/28.0C,Dec,Nagpur
1654,6.17,alluvial,Beetroot,0.37,1142mm/18.2C,Mar,Buldhana
1655,5.44,black,Bitter Gourd,0.69,955mm/31.9C,Apr,Amravati
1656,7.73,sandy,Bitter Gourd,3.7,957mm/34.3C,Apr,Akola
1657,6.7,red,Cucumber,1.16,1177mm/20.3C,Nov,Gondia
1658,6.02,black,Bitter Gourd,1.98,640mm/20.4C,Dec,Satara
1659,6.27,black,Beetroot,2.61,801mm/34.4C,Jul,Latur
1660,6.41,sandy,Fenugreek Leaves,3.68,486mm/21.8C,Oct,Latur
1661,6.82,red,Beans,0.74,773mm/24.7C,Nov,Yavatmal
1662,6.59,black,Bitter Gourd,2.15,574mm/20.2C,Aug,Latur
1663,7.68,black,Coriander,2.53,637mm/20.3C,Nov,Sangli
1664,6.54,red,Bitter Gourd,2.8,934mm/15.5C,Oct,Osmana bad
1665,7.88,loam,Bottle Gourd,4.13,157mm/20.1C,May,Wardha
1666,7.5,black,Cauliflower,1.02,1121mm/29.9C,Dec,Pune
1667,5.76,clay,Spinach,4.08,1007mm/34.2C,Oct,Aurangabad
1668,7.71,red,Beans,3.53,1130mm/34.8C,Jul,Osmana bad
1669,5.51,black,Spring Onion,2.87,543mm/32.8C,Mar,Nashik
1670,7.41,sandy,Radish,3.56,903mm/15.3C,Mar,Latur
1671,6.23,alluvial,Bottle Gourd,2.18,830mm/31.4C,Mar,Parbhani
1672,7.57,clay,Tomato,0.86,135mm/27.0C,Dec,Yavatmal
1673,7.54,alluvial,Spinach,3.4,1131mm/23.7C,Apr,Nanded
1674,7.38,alluvial,Bitter Gourd,2.72,801mm/19.6C,Jun,Chandrapur
1675,7.33,black,Ladyfinger,3.27,120mm/15.8C,May,Ahmednagar
1676,6.02,clay,Ridge Gourd,1.82,339mm/27.5C,Aug,Gondia
1677,5.42,clay,Spinach,4.55,935mm/28.0C,Dec,Nagpur
1678,6.29,loam,Beetroot,3.02,519mm/16.3C,May,Latur
1679,5.67,alluvial,Green Peas,0.61,1065mm/20.8C,Nov,Nagpur
1680,7.08,clay,Cucumber,2.36,215mm/33.5C,Dec,Sangli
1681,6.13,loam,Ridge Gourd,3.83,988mm/27.5C,May,Latur
1682,7.83,red,Beans,4.01,669mm/32.9C,Oct,Nagpur
1683,6.93,loam,Spinach,2.57,769mm/25.4C,Feb,Satara
1684,7.42,sandy,Radish,4.49,787mm/24.6C,Dec,Osmana bad
1685,5.56,black,Green Chilies,1.48,374mm/19.8C,Nov,Amravati
1686,7.53,red,Ridge Gourd,2.17,885mm/24.9C,Nov,Amravati
1687,7.69,red,Spring Onion,4.51,807mm/30.9C,May,Aurangabad
1688,6.52,sandy,Coriander,4.5,548mm/20.2C,Dec,Yavatmal
1689,6.84,loam,Green Chilies,3.49,965mm/19.6C,Jul,Parbhani
1690,7.26,black,Pumpkin,4.32,280mm/31.7C,Feb,Amravati
1691,5.67,loam,Beetroot,0.63,899mm/31.2C,Jun,Sangli
1692,6.56,clay,Radish,4.35,639mm/25.4C,Jul,Wardha
1693,6.28,loam,Brinjal,1.74,1155mm/23.1C,May,Jalgaon
1694,5.6,red,Radish,1.06,913mm/25.0C,Sep,Jalgaon
1695,6.19,black,Pumpkin,1.35,104mm/25.4C,Apr,Amravati
1696,5.38,loam,Spinach,2.21,834mm/19.5C,Oct,Nagpur
1697,5.27,black,Fenugreek Leaves,1.41,277mm/23.5C,Jan,Satara
1698,5.56,black,Green Peas,1.74,516mm/25.8C,Aug,Kolhapur
1699,7.8,clay,Spinach,0.85,666mm/27.5C,Aug,Solapur
1700,6.68,clay,Cucumber,1.62,706mm/23.2C,Jul,Gadchiroli
1701,7.81,red,Radish,2.95,537mm/22.8C,Aug,Akola
1702,6.37,sandy,Green Peas,2.32,214mm/32.8C,Feb,Akola
1703,6.04,black,Green Chilies,1.86,118mm/24.9C,Mar,Amravati
1704,6.57,sandy,Green Chilies,3.78,898mm/16.9C,Sep,Gadchiroli
1705,6.39,red,Spring Onion,4.49,174mm/23.5C,Jan,Solapur
1706,5.49,black,Pumpkin,3.83,447mm/25.4C,Aug,Chandrapur
1707,6.93,black,Carrot,1.79,833mm/32.8C,Aug,Satara
1708,5.78,alluvial,Cauliflower,3.77,895mm/24.2C,Jul,Satara
1709,6.87,sandy,Green Chilies,0.93,835mm/29.3C,Nov,Nanded
1710,6.96,loam,Beans,0.83,676mm/28.3C,May,Beed
1711,5.61,clay,Cauliflower,1.86,706mm/29.3C,Apr,Buldhana
1712,5.37,loam,Green Chilies,4.08,695mm/21.1C,Oct,Yavatmal
1713,7.31,sandy,Cabbage,1.38,191mm/18.2C,Oct,Ahmednagar
1714,6.44,clay,Spinach,0.5,663mm/30.8C,Oct,Gadchiroli
1715,5.36,loam,Cauliflower,0.83,310mm/29.6C,Oct,Parbhani
1716,7.89,alluvial,Brinjal,4.32,332mm/27.6C,Jun,Buldhana
1717,5.36,clay,Fenugreek Leaves,3.24,640mm/21.6C,Dec,Nanded
1718,7.08,black,Spinach,1.42,151mm/32.9C,Nov,Ahmednagar
1719,7.86,loam,Cucumber,2.87,301mm/33.1C,Jan,Yavatmal
1720,5.85,clay,Ridge Gourd,2.73,885mm/25.0C,May,Osmana bad
1721,5.58,alluvial,Tomato,3.35,240mm/29.1C,Apr,Chandrapur
1722,5.53,clay,Beetroot,1.32,185mm/29.5C,Apr,Sangli
1723,6.02,clay,Green Peas,4.35,855mm/15.4C,Jul,Satara
1724,5.47,alluvial,Tomato,1.68,81mm/29.1C,Sep,Jalgaon
1725,7.07,loam,Tomato,3.53,1025mm/18.9C,Aug,Wardha
1726,5.37,red,Tomato,0.28,259mm/22.7C,Nov,Wardha
1727,6.58,loam,Fenugreek Leaves,1.99,663mm/32.2C,Dec,Satara
1728,7.89,sandy,Fenugreek Leaves,1.89,202mm/24.0C,Aug,Nagpur
1729,7.4,alluvial,Beetroot,2.81,523mm/26.6C,May,Aurangabad
1730,6.86,loam,Brinjal,0.55,1186mm/21.9C,Jun,Ahmednagar
1731,6.03,clay,Tomato,3.99,711mm/31.6C,Feb,Nashik
1732,6.88,alluvial,Cabbage,1.25,507mm/20.5C,Nov,Nashik
1733,6.62,black,Cauliflower,3.45,891mm/21.7C,Mar,Wardha
1734,6.35,loam,Fenugreek Leaves,4.06,738mm/20.3C,May,Beed
1735,5.55,alluvial,Cucumber,2.9,344mm/18.2C,Feb,Latur
1736,7.59,loam,Pumpkin,3.76,234mm/34.7C,Mar,Parbhani
1737,6.41,alluvial,Spinach,3.38,975mm/33.6C,Apr,Jalgaon
1738,5.73,clay,Beetroot,1.91,1072mm/33.5C,Jun,Yavatmal
1739,6.19,black,Cabbage,4.08,465mm/19.7C,May,Osmana bad
1740,6.32,black,Radish,1.61,493mm/25.0C,Oct,Sangli
1741,7.43,sandy,Bottle Gourd,2.94,794mm/19.3C,Apr,Buldhana
1742,7.18,alluvial,Beetroot,3.78,672mm/28.6C,Feb,Osmana bad
1743,7.28,loam,Bottle Gourd,2.02,918mm/25.3C,Dec,Nashik
1744,5.23,black,Radish,1.65,1148mm/33.8C,Nov,Nanded
1745,6.32,black,Green Chilies,2.4,227mm/15.8C,May,Beed
1746,6.5,red,Brinjal,4.13,782mm/33.4C,May,Latur
1747,5.25,red,Green Peas,4.66,475mm/24.0C,Nov,Yavatmal
1748,5.9,black,Cabbage,2.82,930mm/34.6C,Jul,Aurangabad
1749,7.25,alluvial,Radish,3.38,952mm/33.4C,Jan,Hingoli
1750,5.57,sandy,Bitter Gourd,4.54,873mm/26.7C,Apr,Ahmednagar
1751,6.65,black,Beetroot,0.67,581mm/23.6C,Nov,Gondia
1752,5.78,clay,Carrot,1.31,1097mm/34.9C,May,Hingoli
1753,5.23,loam,Spinach,3.6,774mm/33.5C,Aug,Chandrapur
1754,5.85,sandy,Fenugreek Leaves,4.15,1180mm/34.8C,Dec,Kolhapur
1755,7.83,clay,Coriander,4.31,916mm/18.3C,Dec,Chandrapur
1756,7.36,sandy,Green Peas,2.19,749mm/28.4C,Aug,Jalgaon
1757,7.79,clay,Beetroot,0.63,678mm/25.4C,Jan,Hingoli
1758,6.52,loam,Cabbage,2.3,725mm/32.7C,May,Jalgaon
1759,5.5,loam,Green Peas,1.31,1102mm/28.5C,Oct,Satara
1760,6.68,red,Beans,1.6,529mm/31.4C,Jan,Akola
1761,6.43,alluvial,Cucumber,3.91,1139mm/25.9C,Jan,Hingoli
1762,7.48,clay,Tomato,0.56,299mm/15.9C,Feb,Osmana bad
1763,5.46,red,Fenugreek Leaves,4.17,350mm/33.2C,Feb,Buldhana
1764,6.52,clay,Ridge Gourd,2.25,871mm/20.6C,Sep,Wardha
1765,5.61,red,Radish,3.06,913mm/29.3C,Apr,Pune
1766,6.08,loam,Spring Onion,0.63,417mm/15.9C,Mar,Gadchiroli
1767,7.19,sandy,Beetroot,1.82,430mm/33.2C,Nov,Nagpur
1768,6.49,red,Brinjal,0.63,571mm/34.5C,Jan,Yavatmal
1769,6.21,clay,Ridge Gourd,4.82,88mm/33.3C,Dec,Wardha
1770,6.27,clay,Cauliflower,4.07,640mm/22.8C,Feb,Satara
1771,6.44,alluvial,Bitter Gourd,2.41,871mm/24.6C,Jun,Nashik
1772,7.32,loam,Ladyfinger,1.27,112mm/18.8C,Sep,Nanded
1773,7.61,clay,Cabbage,4.68,645mm/31.0C,May,Jalgaon
1774,7.78,black,Carrot,1.85,541mm/34.1C,Apr,Sangli
1775,7.32,sandy,Carrot,0.97,438mm/16.2C,May,Satara
1776,6.05,red,Cucumber,2.9,272mm/19.7C,Sep,Amravati
1777,7.06,alluvial,Spring Onion,4.73,835mm/32.4C,Dec,Nanded
1778,6.38,sandy,Cucumber,0.22,557mm/27.3C,Jul,Nanded
1779,5.89,loam,Beans,1.34,732mm/16.8C,Aug,Osmana bad
1780,7.47,alluvial,Tomato,4.7,930mm/18.3C,Apr,Akola
1781,5.3,red,Radish,1.02,872mm/20.0C,Nov,Latur
1782,7.63,red,Radish,0.74,667mm/22.0C,Aug,Gondia
1783,6.45,black,Bitter Gourd,2.94,749mm/23.0C,Jun,Latur
1784,6.92,loam,Green Peas,4.34,393mm/26.3C,May,Osmana bad
1785,6.98,alluvial,Carrot,2.49,648mm/29.1C,Dec,Ahmednagar
1786,7.62,alluvial,Coriander,4.97,911mm/34.5C,Jul,Gadchiroli
1787,6.92,clay,Brinjal,3.46,95mm/24.8C,Jun,Amravati
1788,6.86,black,Spring Onion,0.56,151mm/25.4C,Mar,Akola
1789,5.38,black,Carrot,4.97,145mm/25.6C,May,Buldhana
1790,6.6,alluvial,Cauliflower,2.16,1158mm/20.7C,Sep,Gadchiroli
1791,5.61,alluvial,Cabbage,1.58,1053mm/31.4C,Jul,Jalgaon
